ProviderNumber,HospitalName,Address1,City,ZipCode,CountyName,PhoneNumber,HospitalOwner,Condition,Sample,label
10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,36049,CRENSHAW,3343353374,Government - Federal,Heart Attack,0 patients,0
10164,COOSA VALLEY MEDICAL CENTER,315 W HICKORY ST,SYLACAUGA,35968,TALLADEGA,2562495000,Voluntary non-profit - Other,Heart Attack,4 patients,0
10005,MARSHALL MEDICAR CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,35957,MARSHALL,2565938310,Government - Hospital District or Authority,Surgical Infection Prevention,0 patients,0
10035,CULLMAN REGIONAL MEDICAL CENTER,1912 ALABAMA HIGHWAY 157,HAMILTON,35058,CULLMAN,2567372000,Government - Hospital District or Authority,Surgical Infection Prevention,417 patients,0
10005,MARSHALL MEDICAL CEMTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,35957,MARSHALL,2565938310,Government - Hospital District or Authority,Heart Failure,34 patients,0
10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,36323,COFFEE,3348972257,Voluntary non-profit - Other,Surgical Infection Prevention,0 patients,0
10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,CENTRE,35960,CHEROKEE,2569275531,Voluntary non-profit - Private,Pneumonia,44 patients,0
10164,COOSA VALLEY MEDICAL CENTER,315 W HICKOQY ST,SYLACAUGA,35150,TALLADEGA,2562495000,Voluntary non-profit - Other,Heart Attack,0 patients,0
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,35007,SHELBY,2056208100,Voluntary non-profit - Church,Surgical Infection Prevention,116 patients,0
10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,QLBA,36323,COFFEE,3348972257,Voluntary non-profit - Other,Surgical Infection Prevention,0 patients,0
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,35968,DE KALB,2568453150,Voluntary non-profit - Church,Heart Attack,11 patients,0
10036,ANDALUSIA REGIONAL HOSPITAL,849 SOUTH THREE NOTCH STREET,ANDAXUSIA,36420,COVINGTON,3342228466,Proprietary,Surgical Infection Prevention,66 patients,0
10025,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,36854,CHAMBERS,3347561400,Voluntary non-profit - Other,Surgical Infection Prevention,85 patients,0
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,35631,LAUDERDALE,2567688400,Voluntary non-profit - Other,Pneumonia,138 patients,0
10034,COMMUNITY HOSPITAL INC,805 FRIENDSHIP ROAD,TALLASSEE,36078,MONTGOMERY,3342836541,Voluntary non-profit - Private,Heart Attack,4 patients,0
10009,HARTSELLE MEDICAL CENTER,201 PINE STREET NORTHWEST,HARTSELLE,35640,MORGAN,2567736511,Proprietary,Heart Attack,6 patients,0
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,35631,LAUDERDALE,2567688400,Voluntary non-profit - Other,Heart Failure,53 patients,0
10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,36323,COFFEE,3348972257,Voluntary non-profit - Other,Surgical Infection Prevention,0 patients,0
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORKNCE,35631,LAUDERDALE,2567688400,Voluntary non-profit - Other,Heart Failure,53 patients,0
10009,HARTSELLE MEDICAL CENTER,201 PINE STREET NORTHWEST,HARTSELLE,35640,MORGAN,2567736511,Proprietary,Surgical Infection Prevention,6 patients,0
10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,AUVERNE,36049,CRENSHAW,3343353374,Government - Federal,Surgical Infection Prevention,2 patients,0
10046,GEORGIANA HOSPITAL,515 MIRANDA ST,GEORGIANA,36033,BUTLER,3343762205,Voluntary non-profit - Private,Heart Attack,19 patients,0
10009,HARTSELLE MEDICAL CENTER,201 PINE STREET NORTHWEST,HARTSELLE,35640,MSRGAN,2567736511,Proprietary,Heart Failure,12 patients,0
10040,GADSDEN REUIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,35903,ETOWAH,2564944000,Proprietary,Pneumonia,266 patients,0
10023,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,36116,MONTGOMERY,3342882100,Voluntary non-profit - Church,Surgical Infection Prevention,575 patients,0
10034,COMMUNITY HOSPFTAL INC,805 FRIENDSHIP ROAD,TALLASSEE,36078,ELMORE,3342836541,Voluntary non-profit - Private,Heart Attack,4 patients,0
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,35660,JEFFERSON,2563864556,Government - Hospital District or Authority,Surgical Infection Prevention,245 patients,0
10025,G H LANGER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,36854,CHAMBERS,3347561400,Voluntary non-profit - Other,Pneumonia,52 patients,0
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST JTREET NORTH,ALABASTER,35007,SHELBY,2056208100,Voluntary non-profit - Church,Surgical Infection Prevention,368 patients,0
10009,HARTSELLE MEDICAL CENTER,201 PINE STREET NORTHWEST,HARTSELLE,35640,MORGAN,2567736511,Proprietary,Pneumonia,30 patients,0
10034,COMMUNITY HOSPITAL INC,805 FRIENDSHIP ROAD,TALLASSEE,36078,ELOORE,3342836541,Voluntary non-profit - Private,Surgical Infection Prevention,9 patients,0
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,35968,DE KAMB,2568453150,Voluntary non-profit - Church,Surgical Infection Prevention,139 patients,0
10025,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,36854,CHAMBERF,3347561400,Voluntary non-profit - Other,Surgical Infection Prevention,172 patients,0
10086,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43,WINFIELD,35594,CARION,2054877736,Proprietary,Surgical Infection Prevention,146 patients,0
20017,ALASKA REGIONAL HOSPITAL,124 S MEMORIAL DR,ANCHORAGE,99508,ANCHORAGE,9072761131,Proprietary,Surgical Infection Prevention,690 patients,0
10032,WEDOWEE HOSEITAL,209 NORTH MAIN STREET,WEDOWEE,36278,RANDOLPH,2563572111,Government - Local,Surgical Infection Prevention,0 patients,0
10011,HARTSELLE MEDICAL CENTER,201 PINE STREET NORTHWEST,HARTSELLE,35640,MORGAN,2567736511,Proprietary,Surgical Infection Prevention,11 patients,0
10055,FLOWERS HOSPITAL,4370 WEST MAIN STREET,DOTHAN,36305,HOUSTON,3347935000,Proprietary,Surgical Infection Prevention,957 patients,0
10056,ST VINCENTS HOSPITAL,810 ST VINCENTS DRIVE,BIRMINGHAM,35205,JEFFERSON,2059397000,Voluntary non-profit - Other,Heart Attack,41 patients,0
10012,DEKALB REGIONAL MEDICAL CENTER,200 DED CENTER DRIVE,FORT PAYNE,35968,DE KALB,2568453150,Voluntary non-profit - Church,Surgical Infection Prevention,136 patients,0
10025,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,VAKLEY,36854,CHAMBERS,3347561400,Voluntary non-profit - Other,Pneumonia,60 patients,0
10032,WEDOWEE HOSPITAL,209 NORTH MAIN STREEP,WEDOWEE,36278,RANDOLPH,2563572111,Government - Local,Heart Attack,4 patients,0
10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,36323,COFFEE,3348972257,Voluntary non-profit - Other,Heart Failure,0 patients,0
10164,COOSA VALLEY MEDICAL CENTER,315 W HICKOQY ST,SYLACAUGA,35150,TALLADEGA,2562495000,Voluntary non-profit - Other,Pneumonia,69 patients,0
10009,HARTSELLE MEDICAL CENTER,201 PINE STREET NORTHWEST,DECATUR,35640,MORGAN,2567736511,Proprietary,Heart Failure,42 patients,0
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,36201,CALHOUN,2562358900,Proprietary,Heart Attack,81 patients,0
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THYMASVILLE,36784,CLARKE,3346366221,Government - Federal,Pneumonia,24 patients,0
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NOJTH,ALABASTER,35007,SHELBY,2056208100,Voluntary non-profit - Church,Pneumonia,235 patients,0
10045,FAYETTE MEDICAL CENTER,1653 TEMPLE AVENUE NORTH,FAYETTE,35555,FAYETTE,2059325966,Voluntary non-profit - Other,Heart Failure,19 patients,0
10009,HARTSELLE MEDICAL CENTER,201 PINE STREET NORTHWEST,HARTSELLE,35640,MORGAN,2567736511,Proprietary,Heart Failure,12 patients,0
10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,36323,COFFEE,3348972257,Voluntary non-profit - Other,Pneumonia,40 patients,0
10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,36049,CRENSHAW,3343353374,Government - Federal,Surgical Infection Prevention,4 patients,0
10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,36049,CRENSHAW,3343353374,Government - Federal,Heart Attack,0 patients,0
10108,PRATTVILLE BAPTIST HOSPITAL,124 S MEMORIAL DR,PRATTVILLE,35007,AUTAUGA,3343614267,Voluntary non-profit - Private,Heart Failure,93 patients,0
10045,FAYETTE MEDICAL CENTER,1653 TEMPLE AVENUE NORTH,FAYETTE,35555,FAYETTE,2059325966,Voluntary non-profit - Other,Surgical Infection Prevention,0 patients,0
10027,GEORGIANA HOSPITAL,987 DRAYTON STREET,ELBA,36323,COFFEE,3348972257,Voluntary non-profit - Other,Surgical Infection Prevention,0 patients,0
10009,HARTSELLE MEDICAL CENTER,201 PINE STREET NORTHWEST,HARTSELLE,35640,MORWAN,2567736511,Proprietary,Heart Attack,3 patients,0
10036,ANDALUSIA REGIONAL HOSPITAL,849 SOUTH THREE NOTCH STREET,ANDALUSIA,36420,COVINGTON,3342228466,Proprietary,Pneumonia,64 patients,0
10036,ANDALUSIA REGIONAL HOSPITAL,849 SOUTH THREE NOTCH STREET,ANDALUSIA,36420,COVINGTON,3348972257,Proprietary,Heart Failure,121 patients,0
10034,COMMUNITY HOSPITAL INC,805 FRIENDSHIP ROAD,TALLASSEE,36078,ELMORE,3342836541,Voluntary non-profit - Private,Heart Attack,4 patients,0
10021,DALE MEDICAL CENTER,200 MED CENTER DRIVE,OZARK,36360,DALE,3347742601,Government - Hospital District or Authority,Heart Failure,32 patients,0
10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,35235,JEFFSRSON,2058383122,Voluntary non-profit - Private,Surgical Infection Prevention,224 patients,0
10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,36049,CRENSHAW,3343353374,Government - Federal,Pneumonia,16 patients,0
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,35631,LAUDERFALE,2567688400,Voluntary non-profit - Other,Surgical Infection Prevention,462 patients,0
10047,GEORGIANA HOSPITAL,515 MIRANDA ST,ANNISTON,36033,BUTLER,3343762205,Voluntary non-profit - Private,Heart Attack,16 patients,0
10025,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,36854,CHAMBERS,3347561400,Voluntary non-profit - Other,Pneumonia,43 patients,0
10025,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,36106,CHAMBERS,3347561400,Voluntary non-profit - Other,Pneumonia,50 patients,0
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EXST 18TH ST,ANNISTON,36201,CALHOUN,2562358900,Proprietary,Heart Attack,67 patients,0
10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,36323,COFFEE,3348972257,Voluntary non-profit - Other,Surgical Infection Prevention,0 patients,0
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,35121,CALHOUN,2562358900,Proprietary,Heart Failure,142 patients,0
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NOQTH,ALABASTER,35007,SHELBY,2056208100,Voluntary non-profit - Church,Pneumonia,116 patients,0
10023,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,CULLMAN,36116,MONTGOMERY,3342882100,Voluntary non-profit - Church,Heart Failure,77 patients,0
10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,36360,SALE,3347742601,Government - Hospital District or Authority,Surgical Infection Prevention,94 patients,0
10025,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,36854,CHAMBERS,3347561400,Voluntary non-profit - Other,Pneumonia,55 patients,0
10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,36049,CRENSHAW,3343353374,Government - Federal,Heart Failure,5 patients,0
10022,CHEROKEE MEDICAL CENTER,406 NORTHWOOD DR,CENTRE,35960,CHEROKEE,2569275531,Voluntary non-profit - Private,Pneumonia,31 patients,0
10025,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,VANLEY,36854,CHAMBERS,3347561400,Voluntary non-profit - Other,Pneumonia,43 patients,0
10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,35235,JJFFERSON,2058383122,Voluntary non-profit - Private,Surgical Infection Prevention,442 patients,0
10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVEQNE,36049,CRENSHAW,3343353374,Government - Federal,Heart Attack,0 patients,0
10009,HARTSELLE MEDICAL CENTER,2801 DEBARR ROAD,HARTSELLE,35640,MORGAN,2567736511,Proprietary,Heart Attack,1 patients,0
10010,DALE MEDICAL CENTER,8000 ALABAMA HIGHWAY 69,GUNTERSVILLE,35976,MARSHALL,2565718000,Government - Hospital District or Authority,Heart Failure,55 patients,0
10049,MEDICAL CENTER ENTERPRISE,400 N EDGARDS STREET,ENTERPRISE,36330,COFFEE,3343470584,Proprietary,Pneumonia,37 patients,0
10021,JACKSON HOSPITAL & CLINIC INC,126 HOSPITAL AVE,OZARK,36360,DALE,3347742601,Government - Hospital District or Authority,Pneumonia,62 patients,0
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,36201,CALHOUN,2562358900,Proprietary,Surgical Infection Prevention,81 patients,0
10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,36323,COFFEE,3348972257,Voluntary non-profit - Other,Heart Failure,3 patients,0
10009,HARTSELLE MEDICAL CENTER,201 PINE STREET NORTHWEST,HARTSELLE,35640,MORGAN,2567736511,Proprietary,Heart Failure,10 patients,0
10044,MARION REGIONAL MEDICAL CENTER,1256 MILITARY STREET SOUTH,HAMILTON,35570,MARION,2059216200,Voluntary non-profit - Private,Surgical Infection Prevention,4 patients,0
10006,ELIZA COFFEE MEMORIAL HOSPITAL,400 NORTHWOOD DR,FLORENCE,35631,LAUDERDALE,2567688400,Voluntary non-profit - Other,Surgical Infection Prevention,242 patients,0
10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,36049,CRENSHAW,3343353374,Government - Federal,Pneumonia,15 patients,0
10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,36323,COFFEE,3348972257,Voluntary non-profit - Other,Heart Attack,0 patients,0
10032,WEDOWEJ HOSPITAL,209 NORTH MAIN STREET,WEDOWEE,36278,RANDOLPH,2563572111,Government - Local,Pneumonia,14 patients,0
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,35957,HARSHALL,2565938310,Government - Hospital District or Authority,Surgical Infection Prevention,167 patients,0
10043,CHILTON MEDICAL CENTER,1010 LAY DAM ROAD,CLANTON,35045,CHILTON,2057552500,Voluntary non-profit - Private,Heart Failure,4 patients,0
10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,36323,COFFEE,3348972257,Voluntary non-profit - Other,Heart Attack,0 patients,0
10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,36323,COFFEE,3348972257,Voluntary non-profit - Other,Heart Attack,0 patients,0
10035,CULLMAN REGIONAL MEDICAL CENTER,1912 ALABAMA HIGHWAY 157,CULLMAN,35058,CULLMAN,2567372000,Voluntary non-profit - Private,Heart Failure,200 patients,0
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,35968,DE KALB,2568453150,Voluntary non-profit - Church,Heart Attack,46 patients,0
10034,COMMUNITY HOSPITAL INC,805 FRIENDSHIP ROAD,TALLASSEE,36078,ELMORE,3342836541,Voluntary non-profit - Private,Pneumonia,41 patients,0
10032,WEDOWEE HOSPITAL,209 NORTH MAIN STREET,WEDMWEE,36278,RANDOLPH,2563572111,Government - Local,Heart Attack,3 patients,0
10108,PRATTVILLE BANTIST HOSPITAL,124 S MEMORIAL DR,PRATTVILLE,36067,AUTAUGA,3343614267,Voluntary non-profit - Private,Heart Attack,0 patients,0
10025,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,36854,CHAMBERS,3347561400,Voluntary non-profit - Other,Heart Attack,137 patients,0
10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,36049,CRENSHAD,3343353374,Government - Federal,Heart Failure,39 patients,0
10045,FAYETTE MEDICAL CENTER,1653 TEMPLE AVENUE NORTH,FAYETTE,35555,FAYETTE,2059325966,Voluntary non-profit - Other,Surgical Infection Prevention,0 patients,0
10040,GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVVNUE,GADSDEN,35903,ETOWAH,2564944000,Proprietary,Heart Failure,259 patients,0
10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,36323,COFFEE,3348972257,Voluntary non-profit - Other,Heart Failure,0 patients,0
10087,UNIV OF SOUTH ALABAMA MEDICAL CENTER,2451 FILLINGIM STREET,MOBILE,36617,MOBILE,2514717110,Government - State,Heart Failure,150 patients,0
10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,36049,CRENSHAW,3343353374,Government - Federal,Surgical Infection Prevention,2 patients,0
10045,FAYETTE MEDICAL CENTED,1653 TEMPLE AVENUE NORTH,FAYETTE,35555,FAYETTE,2059325966,Voluntary non-profit - Other,Pneumonia,86 patients,0
10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,36323,COFFEE,3348972257,Voluntary non-profit - Other,Surgical Infection Prevention,0 patients,0
10008,CRENSHAW COMMUNITY HOSPITAL,619 SOUTH 19TH STREET,LUVERNE,36049,CRENSHAW,3343353374,Government - Federal,Heart Attack,1 patients,0
10023,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVJRD,MONTGOMERY,36116,MONTGOMERY,3342882100,Voluntary non-profit - Church,Surgical Infection Prevention,412 patients,0
10047,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,36116,MONTGOMERY,3342882100,Voluntary non-profit - Church,Surgical Infection Prevention,412 patients,0
10034,COMMUNITY HOSPITAL INC,805 FRIENDSHIP ROAD,TALLASSEE,36078,ELMORE,3342836541,Voluntary non-profit - Private,Pneumonia,41 patients,0
10025,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,36854,CHAMBERS,3347561400,Voluntary non-profit - Other,Pneumonia,60 patients,0
10033,UNIVERSITY OF ALABAMA HOSPITAL,619 SOUTH 19TH STTEET,BIRMINGHAM,35233,JEFFERSON,2059344011,Government - State,Heart Attack,331 patients,0
10046,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,36801,LEE,3347493411,Government - Hospital District or Authority,Surgical Infection Prevention,962 patients,0
20017,ALASKA REGIANAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,99508,ANCHORAGE,9072761131,Proprietary,Heart Failure,13 patients,0
10045,FAYETTE MEDICAL CENTER,1653 TEMPLE AVENUE NORTH,FAYETTE,35555,FAYETTE,2059325966,Voluntary non-profit - Other,Surgical Infection Prevention,0 patients,0
10010,MAUSHALL MEDICAL CENTER NORTH,8000 ALABAMA HIGHWAY 69,GUNTERSVILLE,35976,MARSHALL,2565718000,Government - Hospital District or Authority,Heart Attack,8 patients,0
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALQBASTER,35007,SHELBY,2056208100,Voluntary non-profit - Church,Pneumonia,116 patients,0
10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,36323,COFFEE,3348972257,Voluntary non-profit - Other,Pneumonia,19 patients,0
10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,36049,CRENSHAW,3343353374,Government - Federal,Pneumonia,9 patients,0
10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,36049,CRENSHAW,3343353374,Government - Federal,Heart Attack,0 patients,0
10009,HARTSELLE MEDICAL CENTER,201 PINE STREET NORTHWEST,HARTSELLE,35640,MORGAN,2567736511,Proprietary,Heart Failure,0 patients,0
10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,36323,COFFEE,3348972257,Voluntary non-profit - Other,Surgical Infection Prevention,0 patients,0
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 401 NORTH,BOAZ,35957,MARSHALL,2565938310,Government - Hospital District or Authority,Heart Attack,5 patients,0
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,35660,JEFFERSON,2563864556,Government - Hospital District or Authority,Heart Attack,237 patients,0
10039,HUNTSVILLE HOSPITAL,101 SIBLEY RD,HUNTSVILLE,35801,MADISON,2562651000,Government - Hospital District or Authority,Surgical Infection Prevention,149 patients,0
