ProviderNumber,HospitalName,Address1,City,ZipCode,CountyName,PhoneNumber,HospitalOwner,Condition,Sample,label
10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,CENTRE,35960,CHEROKEE,2569275531,Voluntary non-profit - Private,Pneumonia,31 patients,1.0
10050,ST VINCENTS BLOUNT,150 GILBREATH DRIVE,ONEONTA,35121,BLOUNT,2052743000,Proprietary,Pneumonia,74 patients,0.0
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,36302,HOUSTON,3347938701,Government - Hospital District or Authority,Heart Attack,270 patients,1.0
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,35957,MARSHALL,2565938310,Government - Hospital District or Authority,Surgical Infection Prevention,168 patients,1.0
10047,GEORGIANA HOSPITAL,515 MIRANDA ST,GEORGIANA,36033,BUTLER,3343762205,Voluntary non-profit - Private,Surgical Infection Prevention,Empty,1.0
10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,36049,CRENSHAW,,Government - Federal,Pneumonia,21 patients,0.0
10035,CULLMAN REGIONAL MEDICAL CENTER,1912 ALABAMA HIGHWAY 157,CULLMAN,35058,CULLMAN,2567372000,Government - Hospital District or Authority,Surgical Infection Prevention,417 patients,1.0
10045,FAYETTE MEDICAL CENTER,1653 TEMPLE AVENUE NORTH,FAYETTE,35555,FAYETTE,2059325966,Voluntary non-profit - Other,Pneumonia,117 patients,1.0
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,35968,DE KALB,2568453150,Voluntary non-profit - Church,Pneumonia,37 patients,1.0
10018,SOUTHEAST ALABAMA MEDICAL CENTER,1720 UNIVERSITY BLVD,BIRMINGHAM,35233,JEFFERSON,2053258100,Voluntary non-profit - Private,Surgical Infection Prevention,Empty,0.0
10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,36360,DALE,3347742601,Government - Hospital District or Authority,Surgical Infection Prevention,52 patients,1.0
10009,HARTSELLE MEDICAL CENTER,201 PINE STREET NORTHWEST,HARTSETLE,35640,MORGAN,2567736511,Proprietary,Pneumonia,30 patients,0.0
10032,WEDOWEE HOSPITAL,209 NORTH MAIN STREET,WEDOWEE,36278,MONTGOMERY,2563572111,Government - Local,Pneumonia,30 patients,0.0
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,35233,JEFFERSON,2053258100,Voluntary non-profit - Private,Pneumonia,Empty,1.0
10025,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,36854,CHAMBERS,3347561400,Voluntary non-profit - Other,Heart Failure,38 patients,1.0
10036,ANDALUSIA REGIONAL HOSPITAL,849 SOUTH THREE NOTCH STREET,ANDALUSIA,36420,COVINGTON,3343353374,Proprietary,Heart Failure,139 patients,0.0
10046,RIVERVIEW REGIONAL MEDICAL CENTER,600 SOUTH THIRD STREET,GADSDEN,35901,ETOWAH,2565435200,Proprietary,Surgical Infection Prevention,280 patients,1.0
10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,35235,JEFFERSON,2058383122,Voluntary non-profit - Private,Surgical Infection Prevention,125 patients,1.0
10050,ST VINCENTS BLOUNT,150 GILBREATH DRIVE,ONEONTA,35121,JEFFERSON,2052743000,Voluntary non-profit - Private,Heart Attack,2 patients,0.0
10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,35801,MADISON,2562651000,Government - Hospital District or Authority,Heart Failure,264 patients,1.0
10007,MIZELL MEMORIAL HOSPITAL,702 N MAIN ST,OPP,36467,COVINGTON,3344933541,Voluntary non-profit - Private,Heart Failure,14 patients,1.0
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,35007,,2056208100,Voluntary non-profit - Church,Heart Attack,36 patients,0.0
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,35233,JEFFERSON,2053258100,Voluntary non-profit - Private,Surgical Infection Prevention,Empty,0.0
10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,36323,COFFEE,3348972257,Voluntary non-profit - Other,Heart Failure,2 patients,1.0
10034,COMMUNITY HOSPITAL INC,805 FRIENDSHIP ROAD,TALLASSEE,36078,ELMORE,3342836541,Voluntary non-profit - Private,Heart Attack,0 patients,1.0
10007,MIZELL MEMORIAL HOSPITAL,702 N MAIN ST,OPP,36467,COVINGTON,3344933541,Voluntary non-profit - Private,Heart Attack,0 patients,1.0
10034,,805 FRIENDSHIP ROAD,TALLASSEE,36078,ELMORE,3342836541,Voluntary non-profit - Private,Pneumonia,71 patients,0.0
10025,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,36854,CHAMBERS,3347561400,Voluntary non-profit - Other,Heart Attack,2 patients,1.0
10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,36360,DALE,3347742601,Government - Hospital District or Authority,Surgical Infection Prevention,0 patients,1.0
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,35631,LAUDERDALE,2567688400,Voluntary non-profit - Other,Heart Attack,61 patients,1.0
10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,36049,CRENSHAW,3343353374,Government - Federal,Heart Attack,1 patients,1.0
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,35968,DE KALB,2568453150,Voluntary non-profit - Church,Pneumonia,82 patients,1.0
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,,MARSHALL,2565938310,Government - Hospital District or Authority,Surgical Infection Prevention,76 patients,0.0
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,35233,JEFFERSON,2053258100,Voluntary non-profit - Private,Surgical Infection Prevention,Empty,1.0
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,36302,HOUSTON,3347938701,Government - Hospital District or Authority,Pneumonia,125 patients,1.0
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,35233,JEFFERSON,2057552500,Voluntary non-profit - Private,Heart Attack,Empty,0.0
10050,ST VINCENTS BLOUNT,150 GILBREATH DRIVE,WINFIELD,35121,BLOUNT,2052743000,Voluntary non-profit - Private,Pneumonia,92 patients,0.0
10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,35801,MADISON,2562651000,Government - Hospital District or Authority,Surgical Infection Prevention,852 patients,1.0
10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,36049,CRENSHAW,3343353374,Government - Federal,Heart Attack,,0.0
10010,MARSHALL MEDICAL CENTER NORTH,8000 ALABAMA HIGHJAY 69,GUNTERSVILLE,35976,MARSHALL,2565718000,Government - Hospital District or Authority,Heart Attack,2 patients,0.0
10040,GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,35903,ETOWAH,2564944000,Proprietary,Heart Attack,25 patients,1.0
10040,GADSDEN REGIONAL MEDIOAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,35903,ETOWAH,2564944000,Proprietary,Surgical Infection Prevention,520 patients,0.0
10022,CHEROKEE MEDICAL CENTER,400 NOZTHWOOD DR,CENTRE,35960,CHEROKEE,2569275531,Voluntary non-profit - Private,Surgical Infection Prevention,5 patients,0.0
10024,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,MONTGOMERY,36106,MONTGOMERY,3342938000,Voluntary non-profit - Private,Pneumonia,,0.0
10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,36801,LEE,3347493411,Government - Hospital District or Authority,Pneumonia,114 patients,1.0
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOXHAN,36302,HOUSTON,3347938701,Government - Hospital District or Authority,Heart Attack,516 patients,0.0
10034,COMMUNITY HOSPITAL INC,805 FRIENDSHIP ROAD,TALLASSEE,36078,ELMORE,3342836541,Voluntary non-profit - Private,Pneumonia,,0.0
10032,WEDOWEE HOSPITAL,209 NORTH MAIN STREET,WEDOWEE,36278,RANDOLPH,2563572111,Government - Local,Heart Attack,0 patients,1.0
10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,36049,CRENSHAW,3343353374,Government - Federal,Surgical Infection Prevention,2 patients,1.0
10050,ST VINCENTS BLOUNT,150 GILBREATH DRIVE,ONEONTA,35121,BLOUNT,2052743000,Voluntary non-profit - Private,Heart Attack,0 patients,1.0
10055,FLOWERS HOSPITAL,4370 WEST MAIN STREET,DOTHAN,36305,HOUSTON,3347935000,Proprietary,Heart Failure,62 patients,1.0
10044,MARION REGIONAL MEDICAL CENTER,1256 MILITARY STREET SOUTH,SAMILTON,35570,MARION,2059216200,Voluntary non-profit - Private,Surgical Infection Prevention,15 patients,0.0
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,35631,LAUDERDALE,2567688400,Voluntary non-profit - Other,Heart Failure,84 patients,1.0
10035,,1912 ALABAMA HIGHWAY 157,CULLMAN,35058,CULLMAN,2567372000,Government - Hospital District or Authority,Pneumonia,90 patients,0.0
10029,EAST ALABAMA MEDICAL CENTER AND SNF,,OPELIKA,36801,LEE,3347493411,Government - Hospital District or Authority,Pneumonia,89 patients,0.0
20017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,99508,ANCHORAGE,9072761131,Proprietary,Pneumonia,26 patients,1.0
10010,MARSHALL MEDICAL CENTER NORTH,8000 ALABAMA HIGHWAY 69,GUNTERSVILLE,35976,MARBHALL,2565718000,Government - Hospital District or Authority,Heart Attack,6 patients,0.0
10055,FLOWERS HOSPITAL,4370 WEST MAIN STREET,DOTHAN,36305,HOUSTON,3347935000,Proprietary,Surgical Infection Prevention,950 patients,1.0
10043,CHILTON MEDICAL CENTER,1010 LAY DAM ROAD,CLANTON,35045,CHILTON,2057552500,Voluntary non-profit - Private,Heart Attack,0 patients,1.0
10032,WEDOWEE HOSPITAL,209 NORTH MAIN STREET,WEDOWEE,36278,RANDOLPH,2563572111,Government - Local,Heart Attack,0 patients,1.0
10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,36323,COFFEE,3348972257,Voluntary non-profit - Other,Heart Attack,Empty,1.0
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,36784,CLARKE,3346366221,Government - Federal,Heart Failure,25 patients,0.0
10040,GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,35903,ETOWAH,2564944000,Proprietary,Surgical Infection Prevention,854 patients,1.0
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,36302,HOUSTON,3347938701,Government - Hospital District or Authority,Heart Attack,244 patients,1.0
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,35968,DE KALB,2568453150,Voluntary non-profit - Church,Surgical Infection Prevention,0 patients,1.0
10046,RIVERVIEW REGIONAL MEDICAL CENTER,600 SOUTH THIRD STREET,GADSDEN,35901,ETOWAH,2565435200,Proprietary,Pneumonia,109 patients,1.0
10011,ST VINCENT'S EAST,50 MEYICAL PARK EAST DRIVE,BIRMINGHAM,35235,JEFFERSON,2058383122,Voluntary non-profit - Private,Surgical Infection Prevention,473 patients,0.0
10050,ST VINCENTS BLOUNT,150 GILBREATH DRIVE,ONEONTA,35121,BLOUNT,2052743000,Voluntary non-profit - Private,Heart Attack,3 patients,1.0
10108,PRATTVILLE BAPTIST HOSPITAL,124 S MEMORIAL DR,PRATTVILLE,36067,AUTAUGA,3343614267,Voluntary non-profit - Private,,3 patients,0.0
10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,35801,MYDISON,2562651000,Government - Hospital District or Authority,Surgical Infection Prevention,852 patients,0.0
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET KORTH,ALABASTER,35007,SHELBY,2056208100,Voluntary non-profit - Church,Heart Attack,98 patients,0.0
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,36302,,3347938701,Government - Hospital District or Authority,Heart Failure,514 patients,0.0
10050,STRINGFELLOW MEMORIAL HOSPITAL,150 GILBREATH DRIVE,ONEONTA,35121,BLOUNT,2052743000,Voluntary non-profit - Private,Heart Failure,24 patients,0.0
,HARTSELLE MEDICAL CENTER,201 PINE STREET NORTHWEST,HARTSELLE,35640,MORGAN,2567736511,Proprietary,Pneumonia,25 patients,0.0
10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,35235,JEFFERSON,2058383122,Voluntary non-profit - Private,Pneumonia,125 patients,1.0
10010,MARSHALL MEDICAL CENTER NORTH,8000 ALABAMA HIGHWAY 69,BIRMINGHAM,35976,MARSHALL,2565718000,Government - Hospital District or Authority,Pneumonia,101 patients,0.0
10024,JACKSON HOSPITAL & CLINIC INC,1725 PINE STRNET,MONTGOMERY,36106,MONTGOMERY,3342938000,Voluntary non-profit - Private,Pneumonia,243 patients,0.0
10036,ANDALUSIA REGIONAL HOSPITAL,849 SOUTH THREE NOTCH STREET,ANDALUSIA,36420,COVINGTON,3342228466,Proprietary,Heart Attack,0 patients,1.0
20017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,99508,ANCHORAGE,9072761131,Proprietary,Surgical Infection Prevention,513 patients,1.0
10007,MIZELL MEMORIPL HOSPITAL,702 N MAIN ST,OPP,36467,COVINGTON,3344933541,Voluntary non-profit - Private,Heart Attack,2 patients,0.0
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,,JEFFERSON,2053258100,Voluntary non-profit - Private,Heart Attack,Empty,0.0
10040,GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,35903,ETOWAH,2564944000,Government - Hospital District or Authority,Surgical Infection Prevention,557 patients,0.0
10033,UNIVERSITY OF ALABAMA HOSPITAL,619 SOUTH 19TH STREET,BIRMINGHAM,35233,JEFFERSON,2059344011,Government - State,Heart Attack,331 patients,1.0
10047,GEORGIANA HOSPITAL,515 MKRANDA ST,GEORGIANA,36033,BUTLER,3343762205,Voluntary non-profit - Private,Heart Failure,6 patients,0.0
10050,ST VINCENTS BLOUNT,150 GILBREATH DRIVE,ONEONTA,35121,BLOUNT,2052743000,Voluntary non-profit - Private,Pneumonia,103 patients,1.0
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,35007,SHELBY,2056208100,Voluntary non-profit - Church,Surgical Infection Prevention,331 patients,1.0
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,36784,CLARKE,3346366221,Government - Federal,Heart Attack,0 patients,1.0
,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,36801,LEE,3347493411,Government - Hospital District or Authority,Surgical Infection Prevention,473 patients,0.0
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,35968,DE KALB,2568453150,Voluntary non-profit - Church,Heart Failure,94 patients,1.0
10033,UNIVERSITY OF ALABAMA HOSPITAL,619 SOUTH 19TH STREET,BIRMINGHAM,35233,JEFFERSON,2059344011,Government - State,Heart Attack,229 patients,1.0
10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,36323,COFFEE,3348972257,Voluntary non-profit - Other,Pneumonia,23 patients,1.0
10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,36801,LEE,3347493411,Government - Hospital District or Authority,Heart Attack,281 patients,1.0
10024,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,MONTGOMERY,36106,MONTGOMERY,3342938000,Voluntary non-profit - Private,Surgical Infection Prevention,180 patients,1.0
10047,GEORGIANA HOSPITAL,515 MIRANDA ST,GEORGIANA,36033,BUTLER,3343762205,Voluntary non-profit - Private,Heart Attack,6 patients,1.0
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,35968,DE KALB,2568453150,Voluntary non-profit - Church,Pneumonia,69 patients,1.0
10164,COOSA VALLEY MEDICAL CENTER,315 W HICKORY ST,SYLACAUGA,35150,TALLADEGA,2562495000,Voluntary non-profit - Other,Pneumonia,47 patients,1.0
10009,HARTSELLE MEDICAL CENTER,201 PINE STREET NORTHWEST,HARTSELLE,35640,MORGAN,2567736511,Proprietary,Surgical Infection Prevention,11 patients,1.0
10164,COOSA VALLEY MEDICAL CENTER,315 W HICKORY ST,SYLACAUGA,35150,TALLADEGA,2562495000,Voluntary non-profit - Other,Surgical Infection Prevention,22 patients,1.0
10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,36360,BLOUNT,3347742601,Government - Hospital District or Authority,Pneumonia,74 patients,0.0
10018,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,36201,CALHOUN,2562358900,Proprietary,Pneumonia,99 patients,0.0
10024,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,MONTGOMERY,36106,MONTGOMERY,3342938000,Voluntary non-profit - Private,Heart Attack,65 patients,1.0
10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,35235,JEFFERSON,2058383122,Voluntary non-profit - Private,Heart Attack,48 patients,1.0
,CULLMAN REGIONAL MEDICAL CENTER,1912 ALABAMA HIGHWAY 157,CULLMAN,35058,CULLMAN,2567372000,Government - Hospital District or Authority,Heart Attack,0 patients,0.0
10033,UNIVERSITY OF ALABAMA HOSPITAL,619 SOUTH 19TH STREET,BIRMINGHAM,35233,JEFFERSON,2059344011,Government - State,Surgical Infection Prevention,224 patients,1.0
10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,35801,MADISON,2562651000,Government - Hospital District or Authority,Pneumonia,155 patients,0.0
10040,GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,35903,ETOWAH,2564944000,Proprietary,Pneumonia,153 patients,1.0
10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,35801,MADISON,2562651000,Government - Hospital District or Authority,Heart Failure,303 patients,1.0
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,,35968,DE KALB,2568453150,Voluntary non-profit - Church,Heart Attack,14 patients,0.0
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,36201,,2562358900,Proprietary,Surgical Infection Prevention,98 patients,0.0
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,35007,SHELBY,2056208100,Voluntary non-profit - Church,Heart Attack,179 patients,1.0
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,,SHELBY,2056208100,Voluntary non-profit - Church,Heart Attack,208 patients,0.0
10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,35801,MADISON,2562651000,Government - Hospital District or Authority,Heart Failure,323 patients,0.0
10108,PRATTVILLE BAPTIST HOSPITAL,124 S MEMORIAL DR,XRATTVILLE,36067,AUTAUGA,3343614267,Voluntary non-profit - Private,Heart Attack,0 patients,0.0
,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,36302,HOUSTON,3347938701,Government - Hospital District or Authority,Surgical Infection Prevention,185 patients,0.0
10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,36323,COFFEE,3348972257,Voluntary non-profit - Other,Heart Failure,0 patients,1.0
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,35660,JEFFERSON,2563864556,Government - Hospital District or Authority,Surgical Infection Prevention,130 patients,0.0
10049,MEDICAL CENTER ENTERPRISE,400 N EDWARDS STREET,ENTERPRISE,36330,COFFEE,3343470584,Proprietary,Surgical Infection Prevention,399 patients,1.0
10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL LIRCLE,LUVERNE,36049,CRENSHAW,3343353374,Government - Federal,Heart Attack,0 patients,0.0
10050,ST VINCENTS BLOUNT,209 NORTH MAIN STREET,ONEONTA,35121,BLOUNT,2052743000,Voluntary non-profit - Private,Heart Attack,7 patients,0.0
10056,ST VINCENTS HOSPITAL,810 ST VINCENTS DRIVE,BIRMINGHAM,35205,JEFFERSON,2059397000,Voluntary non-profit - Other,Heart Attack,63 patients,1.0
10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,36801,LEE,3347493411,Government - Hospital District or Authority,Heart Failure,527 patients,1.0
10086,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43,WINFIELD,35594,MARION,2054877736,Proprietary,Heart Failure,59 patients,1.0
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,35631,LAUDERDALE,2567688400,Voluntary non-profit - Other,Heart Attack,0 patients,1.0
10045,FAYETTE MEDICAL CENTER,1653 TEMPLE AVENUE NORTH,FAYETTE,35555,FAYETTE,2059325966,Voluntary non-profit - Other,Heart Failure,67 patients,1.0
10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,35235,JEFFERSON,2058383122,,Heart Failure,130 patients,0.0
10024,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,MONTGOMERY,36106,MONTGOMERY,3342938000,Voluntary non-profit - Private,Pneumonia,0 patients,0.0
10032,WEDOWEE HOSPITAL,209 NORTH MAIN STREET,WEDOWEE,36278,RANDOLPH,2563572111,Government - Local,Surgical Infection Prevention,Empty,1.0
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,35660,JEFFERSON,2563864556,Government - Hospital District or Authority,Surgical Infection Prevention,245 patients,1.0
10025,G H LANIER MEMORIAL HOSPITAL,4800 48TH SO,VALLEY,36854,CHAMBERS,3347561400,Voluntary non-profit - Other,Heart Failure,38 patients,0.0
10045,FAYETTE MEDICAL CENTER,1653 TEMPLE AVENUE NORTH,PRATTVILLE,35555,FAYETTE,2059325966,Voluntary non-profit - Other,Surgical Infection Prevention,0 patients,0.0
